I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-40,-192,-151,116,56,-172,42,-123,-152,-136,-173,-124
-40,-195,-155,117,58,-175,38,-125,-155,-137,-172,-129
-37,-192,-155,115,59,-174,36,-134,-161,-147,-179,-127
-35,-192,-157,113,61,-175,31,-138,-167,-152,-182,-130
-37,-191,-154,114,58,-172,33,-131,-160,-149,-180,-122
-36,-186,-150,111,57,-168,31,-132,-160,-153,-184,-117
-39,-183,-143,111,52,-163,31,-123,-150,-144,-176,-111
-38,-177,-138,107,50,-158,31,-118,-143,-139,-171,-101
-34,-175,-141,105,54,-158,23,-114,-141,-132,-163,-101
-34,-174,-140,104,54,-157,20,-105,-133,-121,-152,-96
-28,-172,-144,100,58,-158,9,-108,-136,-122,-148,-99
-28,-174,-146,101,59,-160,3,-106,-135,-118,-143,-100
-27,-171,-144,99,59,-157,1,-113,-139,-125,-149,-96
-25,-168,-143,96,59,-156,-5,-115,-142,-127,-151,-96
-27,-164,-136,95,55,-150,-3,-106,-132,-120,-146,-84
-25,-159,-134,92,55,-146,-5,-107,-130,-122,-148,-79
-28,-159,-131,93,52,-145,-4,-98,-121,-112,-139,-72
-25,-154,-128,89,52,-141,-4,-93,-113,-106,-135,-63
-19,-150,-130,85,56,-140,-11,-88,-110,-98,-125,-67
-18,-146,-128,82,55,-137,-12,-80,-103,-89,-116,-63
-12,-142,-129,77,58,-135,-20,-86,-108,-93,-117,-67
-4,-131,-127,67,62,-129,-25,-83,-104,-88,-112,-67
13,-109,-121,48,67,-115,-25,-86,-102,-92,-115,-58
24,-96,-120,36,72,-108,-32,-84,-101,-90,-111,-59
27,-87,-114,30,71,-100,-30,-73,-89,-78,-99,-51
22,-88,-110,33,66,-99,-35,-76,-90,-81,-100,-49
3,-100,-103,48,54,-102,-37,-73,-86,-77,-95,-47
-4,-104,-99,54,48,-102,-37,-72,-84,-76,-94,-43
-6,-108,-102,57,48,-105,-42,-69,-86,-70,-88,-49
-9,-110,-100,59,46,-105,-41,-64,-81,-62,-80,-47
-6,-110,-103,58,49,-106,-49,-71,-88,-67,-82,-53
-4,-110,-106,56,51,-108,-53,-72,-89,-65,-79,-57
5,-102,-107,48,56,-105,-54,-80,-94,-73,-85,-55
8,-101,-108,46,58,-105,-57,-85,-99,-76,-87,-58
4,-99,-102,47,53,-100,-52,-80,-92,-72,-84,-47
4,-97,-101,46,53,-99,-51,-83,-93,-76,-87,-43
0,-100,-99,49,50,-99,-45,-76,-87,-66,-78,-37
2,-96,-97,47,50,-96,-41,-73,-83,-62,-75,-31
5,-94,-99,45,52,-97,-44,-70,-84,-55,-68,-37
2,-96,-98,47,50,-97,-44,-65,-80,-50,-64,-37
3,-99,-102,48,52,-100,-54,-75,-90,-59,-71,-45
1,-104,-104,51,53,-104,-60,-78,-95,-61,-72,-49
3,-103,-106,50,55,-104,-64,-89,-103,-72,-83,-48
6,-102,-107,48,57,-104,-69,-94,-108,-77,-87,-50
5,-96,-101,45,53,-98,-62,-90,-102,-75,-85,-38
8,-93,-100,42,55,-97,-62,-93,-104,-80,-87,-35
6,-95,-100,45,53,-98,-57,-86,-98,-70,-76,-32
4,-95,-99,45,52,-97,-53,-85,-94,-69,-74,-26
1,-101,-101,49,52,-101,-55,-83,-93,-65,-71,-30
0,-102,-102,51,51,-102,-54,-77,-89,-60,-67,-28
7,-101,-108,47,58,-105,-61,-83,-98,-67,-72,-35
9,-103,-111,47,60,-107,-65,-83,-101,-67,-72,-40
13,-99,-111,43,62,-105,-67,-93,-109,-79,-83,-42
15,-99,-114,42,65,-107,-71,-99,-115,-85,-89,-47
13,-97,-110,42,62,-104,-64,-94,-108,-84,-90,-39
13,-97,-110,42,62,-103,-64,-98,-111,-89,-96,-39
6,-102,-107,48,57,-104,-59,-92,-105,-79,-89,-37
5,-101,-105,48,55,-103,-55,-89,-100,-77,-87,-33
6,-103,-109,48,57,-106,-58,-85,-98,-71,-80,-38
4,-104,-108,50,56,-106,-55,-78,-92,-63,-73,-37
8,-105,-112,48,60,-109,-62,-83,-99,-65,-76,-45
6,-109,-114,51,60,-112,-65,-84,-102,-63,-74,-49
7,-109,-115,51,61,-112,-66,-94,-110,-74,-84,-47
13,-105,-118,46,66,-111,-69,-98,-113,-77,-86,-49
21,-94,-115,37,68,-105,-61,-91,-103,-72,-83,-38
27,-89,-116,31,72,-102,-60,-93,-104,-74,-85,-36
25,-91,-115,33,70,-103,-56,-85,-96,-63,-76,-33
22,-92,-113,35,68,-103,-52,-83,-92,-62,-76,-26
15,-101,-116,42,66,-108,-53,-81,-92,-60,-73,-29
11,-106,-116,47,64,-111,-50,-74,-86,-52,-68,-25
14,-110,-123,48,69,-116,-57,-79,-93,-54,-70,-32
17,-109,-126,46,72,-118,-60,-77,-93,-50,-66,-36
27,-100,-127,36,78,-114,-61,-84,-96,-57,-74,-36
28,-100,-127,36,78,-114,-65,-87,-98,-59,-76,-40
19,-101,-119,41,70,-110,-60,-80,-92,-56,-75,-32
17,-102,-118,42,68,-110,-61,-81,-92,-59,-78,-31
10,-106,-115,47,63,-111,-58,-71,-82,-49,-70,-27
11,-104,-114,46,63,-109,-56,-66,-77,-45,-69,-22
13,-105,-117,46,65,-111,-58,-60,-74,-38,-61,-27
9,-106,-115,48,62,-110,-56,-52,-68,-30,-56,-26
8,-109,-116,50,62,-112,-62,-57,-74,-34,-61,-35
5,-113,-117,54,61,-115,-64,-57,-74,-32,-59,-40
8,-112,-119,51,64,-115,-67,-65,-79,-42,-67,-40
11,-110,-121,49,66,-116,-69,-69,-82,-46,-71,-41
12,-104,-115,46,64,-109,-61,-63,-72,-45,-73,-28
16,-98,-113,40,65,-105,-59,-64,-70,-46,-73,-25
15,-94,-108,40,62,-101,-52,-52,-58,-31,-59,-19
15,-90,-104,37,59,-97,-47,-46,-51,-25,-54,-13
12,-91,-103,39,58,-97,-50,-40,-47,-15,-47,-16
9,-92,-100,41,55,-96,-46,-32,-40,-6,-39,-14
11,-93,-103,41,57,-98,-52,-36,-46,-8,-40,-23
9,-97,-105,44,57,-101,-54,-34,-46,-4,-36,-26
11,-97,-107,42,60,-102,-57,-41,-52,-14,-44,-25
18,-92,-110,37,64,-101,-59,-43,-55,-19,-47,-27
27,-80,-106,26,66,-93,-52,-37,-46,-20,-48,-16
30,-77,-106,23,69,-92,-50,-37,-46,-22,-49,-14
23,-83,-105,29,65,-94,-41,-26,-36,-7,-35,-11
19,-84,-103,32,61,-93,-36,-24,-30,-4,-33,-5
13,-90,-103,38,58,-96,-37,-20,-25,1,-29,-8
11,-90,-100,39,56,-95,-35,-12,-17,10,-23,-7
18,-87,-104,34,61,-95,-43,-14,-21,10,-23,-19
14,-91,-104,38,59,-97,-46,-12,-21,13,-21,-26
11,-94,-104,41,58,-99,-51,-22,-30,2,-32,-31
7,-96,-102,44,55,-99,-55,-27,-36,-3,-38,-36
1,-93,-93,46,47,-93,-50,-25,-31,-5,-42,-26
1,-90,-91,44,47,-91,-50,-28,-33,-8,-47,-25
-2,-91,-88,46,43,-89,-45,-18,-24,3,-38,-21
0,-87,-86,43,43,-86,-42,-16,-20,5,-37,-16
1,-87,-87,43,44,-87,-44,-11,-16,12,-30,-18
1,-86,-86,42,44,-86,-42,-5,-10,19,-24,-14
7,-86,-92,39,50,-89,-49,-9,-16,16,-24,-21
6,-89,-95,41,51,-92,-52,-8,-16,20,-20,-25
9,-89,-97,40,53,-93,-55,-17,-25,11,-28,-26
12,-87,-98,37,56,-93,-57,-21,-29,7,-31,-27
14,-79,-93,32,54,-86,-46,-18,-21,6,-33,-14
26,-69,-94,21,60,-81,-44,-18,-20,4,-35,-11
35,-59,-93,12,64,-76,-36,-3,-7,18,-23,-5
34,-56,-90,11,62,-73,-32,0,-4,19,-22,-1
23,-66,-89,21,56,-77,-34,2,-6,23,-17,-7
16,-69,-85,26,51,-77,-30,7,-2,27,-13,-5
17,-71,-87,26,53,-79,-35,2,-8,21,-17,-13
18,-72,-89,27,54,-80,-36,4,-7,25,-12,-17
26,-67,-92,20,59,-80,-39,-4,-13,18,-15,-21
25,-68,-93,21,59,-80,-43,-8,-18,15,-17,-26
19,-67,-85,24,52,-76,-38,-8,-14,11,-22,-17
19,-67,-85,24,52,-76,-38,-13,-17,5,-27,-16
16,-69,-84,27,50,-77,-32,-5,-7,14,-19,-11
16,-68,-82,26,49,-75,-25,-3,-4,16,-18,-6
14,-69,-82,27,48,-76,-21,2,-3,24,-11,-10
12,-69,-80,28,46,-74,-13,9,3,32,-5,-7
16,-69,-84,26,50,-77,-15,6,-2,30,-8,-15
17,-70,-86,26,52,-78,-13,8,0,34,-5,-17
22,-66,-87,21,55,-77,-13,-1,-6,25,-13,-17
23,-64,-86,20,55,-75,-14,-5,-9,23,-14,-20
19,-58,-76,19,48,-67,-7,-2,-5,24,-15,-11
20,-56,-75,17,48,-65,-7,-5,-7,19,-19,-10
17,-57,-73,20,45,-65,-1,4,3,28,-11,-4
17,-55,-71,19,44,-63,3,6,6,29,-11,1
14,-57,-70,21,42,-63,2,11,9,36,-3,-2
12,-55,-66,21,40,-61,7,19,15,42,3,2
16,-54,-69,18,43,-61,3,17,11,39,1,-5
17,-56,-72,19,45,-64,2,18,10,43,3,-10
23,-55,-78,16,51,-67,-4,8,-1,33,-9,-16
26,-58,-83,16,55,-70,-9,2,-8,27,-14,-23
24,-57,-80,16,53,-69,-4,0,-7,22,-18,-16
22,-59,-81,18,52,-70,-5,-6,-11,14,-24,-17
11,-65,-76,27,44,-71,1,0,-3,21,-18,-12
8,-66,-73,29,40,-69,3,1,0,21,-19,-8
4,-69,-72,32,39,-70,1,7,5,29,-13,-10
2,-67,-68,32,36,-68,3,13,11,34,-9,-7
6,-66,-71,30,38,-68,-3,9,5,29,-11,-16
8,-64,-71,27,40,-68,-3,11,6,32,-7,-19
19,-56,-74,18,47,-65,-6,2,0,22,-15,-21
25,-52,-75,13,50,-63,-8,-1,-3,21,-15,-24
28,-43,-69,7,49,-56,-3,2,3,22,-15,-14
27,-42,-68,7,48,-55,-4,-1,0,18,-19,-14
17,-48,-64,15,41,-56,-1,7,7,26,-12,-10
14,-48,-61,16,38,-55,1,9,8,26,-13,-6
12,-51,-62,19,38,-57,0,15,10,33,-7,-9
8,-52,-59,21,34,-56,2,20,15,37,-4,-4
8,-54,-61,22,35,-58,-4,14,9,31,-8,-10
7,-57,-63,25,35,-60,-7,16,9,36,-2,-12
12,-57,-68,22,41,-63,-11,8,0,31,-4,-16
12,-60,-71,24,42,-66,-15,3,-5,27,-5,-21
9,-59,-67,25,38,-63,-11,1,-3,20,-10,-12
8,-59,-66,26,37,-63,-11,-6,-8,12,-17,-11
0,-61,-61,30,31,-61,-5,1,-1,18,-13,-4
2,-58,-59,28,31,-58,-2,3,3,19,-12,0
5,-57,-61,26,33,-59,-3,11,8,30,-1,-4
3,-58,-60,27,32,-59,0,17,14,35,4,0
1,-63,-63,30,33,-63,-6,11,6,29,0,-7
3,-62,-64,29,34,-63,-8,13,7,31,3,-10
15,-52,-66,18,41,-59,-12,5,0,23,-4,-14
16,-52,-67,18,42,-59,-16,0,-5,19,-6,-18
9,-51,-60,21,35,-55,-11,-2,-3,15,-11,-9
7,-52,-59,22,33,-56,-12,-7,-7,9,-16,-9
0,-56,-55,27,28,-55,-8,1,1,17,-11,-5
1,-54,-54,26,28,-54,-6,2,2,16,-13,-1
2,-56,-57,27,30,-57,-9,7,5,22,-7,-3
-1,-58,-56,29,28,-57,-6,13,9,26,-2,1
-2,-64,-61,33,30,-62,-12,10,2,24,-2,-7
-4,-70,-65,37,30,-67,-14,12,2,26,1,-11
2,-71,-71,34,37,-71,-20,2,-8,15,-9,-17
2,-76,-77,36,40,-77,-25,-3,-14,10,-12,-22
0,-78,-77,38,39,-77,-20,-6,-14,4,-17,-15
1,-81,-81,40,41,-81,-23,-12,-20,-5,-23,-18
-5,-86,-80,45,38,-83,-18,-5,-14,-1,-18,-14
-7,-87,-79,47,37,-83,-17,-7,-15,-3,-21,-12
-13,-94,-80,53,34,-87,-17,-2,-14,4,-15,-17
-19,-97,-77,58,29,-87,-15,0,-12,7,-14,-16
-21,-102,-80,61,30,-91,-23,-7,-20,0,-20,-27
-25,-108,-82,66,29,-95,-27,-7,-23,1,-19,-33
-23,-109,-86,66,32,-98,-35,-18,-35,-10,-29,-42
-21,-111,-89,66,34,-100,-40,-23,-41,-16,-35,-49
-20,-107,-86,63,33,-96,-36,-26,-40,-24,-43,-42
-17,-106,-87,61,36,-96,-37,-32,-44,-31,-50,-45
-22,-108,-85,64,32,-96,-31,-25,-37,-25,-44,-43
-19,-106,-86,62,34,-96,-28,-25,-36,-27,-45,-41
-19,-110,-90,64,36,-100,-27,-18,-32,-20,-39,-44
-22,-113,-90,67,35,-101,-20,-12,-28,-18,-36,-41
-22,-119,-96,70,38,-108,-21,-16,-35,-23,-38,-50
-24,-124,-99,74,37,-111,-16,-13,-35,-20,-35,-53
-20,-123,-102,71,42,-113,-14,-21,-43,-29,-44,-58
-18,-122,-104,69,44,-113,-12,-22,-46,-30,-45,-62
-15,-114,-98,64,42,-106,-4,-21,-41,-31,-47,-54
-12,-111,-98,61,44,-105,-2,-24,-43,-34,-51,-54
-15,-112,-96,63,41,-104,7,-14,-33,-25,-43,-47
-16,-109,-92,62,39,-101,13,-12,-29,-25,-43,-41
-19,-110,-89,64,35,-99,16,-3,-23,-16,-34,-40
-24,-107,-82,65,30,-95,23,3,-14,-9,-27,-34
-24,-106,-81,64,29,-93,20,1,-15,-8,-24,-40
-29,-108,-78,68,25,-93,22,6,-10,-1,-17,-44
-28,-108,-79,68,26,-94,20,-2,-17,-7,-24,-51
-30,-110,-79,70,25,-95,20,-4,-21,-10,-25,-56
-31,-105,-73,68,21,-89,28,-6,-19,-16,-31,-47
-27,-101,-73,63,23,-87,28,-9,-21,-21,-35,-48
-25,-95,-69,60,22,-82,34,2,-11,-11,-26,-42
-19,-88,-68,53,25,-78,36,7,-7,-8,-25,-38
-15,-85,-69,50,27,-77,35,19,-1,6,-15,-39
-16,-83,-67,49,26,-75,35,24,4,12,-12,-37
-16,-87,-70,51,28,-78,25,19,-2,9,-14,-48
-24,-94,-69,59,23,-82,20,17,-6,9,-14,-56
-31,-101,-69,66,20,-85,11,1,-23,-6,-26,-68
-37,-104,-66,70,15,-85,7,-8,-33,-16,-34,-74
-40,-96,-55,68,8,-76,12,-15,-36,-29,-46,-65
-42,-91,-48,66,4,-70,12,-22,-40,-37,-52,-65
-49,-87,-37,67,-5,-62,21,-15,-29,-29,-44,-58
-50,-82,-31,65,-9,-56,25,-15,-28,-30,-46,-55
-52,-81,-28,66,-11,-55,27,-8,-25,-22,-39,-58
-54,-77,-23,65,-15,-50,30,-4,-20,-20,-37,-52
-52,-75,-22,63,-14,-49,22,-9,-24,-24,-40,-57
-51,-74,-22,62,-14,-48,20,-6,-21,-19,-35,-56
-43,-70,-26,56,-8,-48,14,-13,-29,-24,-40,-59
-38,-67,-28,52,-4,-47,12,-14,-31,-24,-40,-60
-33,-57,-24,45,-4,-40,18,-16,-30,-28,-45,-50
-28,-52,-24,40,-2,-38,16,-19,-32,-31,-47,-49
-30,-50,-19,40,-5,-34,21,-11,-22,-21,-38,-39
-27,-44,-16,35,-5,-30,22,-10,-19,-21,-39,-31
-25,-40,-14,32,-5,-27,22,-1,-12,-12,-32,-27
-25,-35,-9,30,-8,-22,25,6,-4,-5,-24,-19
-24,-34,-9,29,-7,-22,19,7,-5,-1,-17,-24
-24,-32,-7,27,-8,-20,17,14,0,7,-9,-22
-16,-25,-8,20,-3,-16,9,9,-4,1,-16,-25
-8,-19,-9,13,1,-14,4,9,-5,2,-15,-27
0,-7,-6,3,4,-7,8,8,-3,-2,-17,-16
2,-4,-6,1,4,-5,6,5,-6,-5,-17,-16
-7,-7,1,7,-4,-3,11,14,2,5,-7,-8
-8,-5,4,6,-5,-1,13,15,5,5,-5,-2
-8,-4,5,6,-6,0,15,25,13,15,5,1
-10,-1,10,5,-9,4,21,31,21,21,11,8
-9,-1,9,5,-9,4,19,28,19,24,14,2
-9,-1,9,5,-9,4,20,32,23,31,22,1
-2,1,3,0,-2,2,14,24,15,23,17,-4
1,1,1,-1,0,1,12,22,11,21,16,-7
1,6,6,-4,-2,6,17,17,10,13,7,3
5,9,5,-8,0,7,14,13,7,8,4,3
4,12,9,-9,-2,10,17,22,16,17,13,10
3,13,11,-9,-3,12,17,20,17,14,10,13
-4,7,13,-2,-8,10,17,24,21,19,15,11
-9,6,16,1,-12,11,21,27,25,21,18,14
-8,2,11,2,-9,7,15,25,20,20,20,4
-11,-2,10,6,-10,4,14,29,20,24,25,0
-7,-4,5,5,-5,0,6,19,9,13,17,-9
-3,-2,1,2,-2,0,2,15,3,9,14,-14
4,7,4,-6,1,6,5,9,1,0,5,-7
6,7,2,-7,2,5,2,3,-3,-5,1,-10
-4,2,6,1,-5,4,8,10,5,4,10,-4
-5,0,6,2,-5,3,9,9,5,2,7,-1
-7,-5,4,6,-5,0,9,16,11,9,11,-1
-10,-5,6,7,-8,1,13,19,15,12,13,5
-11,-7,5,8,-7,-1,8,16,11,12,14,-1
-13,-9,5,10,-9,-2,9,19,13,15,19,-1
-9,-8,2,8,-5,-3,3,9,3,5,10,-8
-2,-5,-2,3,0,-3,0,6,-2,2,7,-11
9,8,0,-9,5,4,4,2,-4,-6,-2,-2
15,11,-3,-13,9,4,1,-3,-9,-10,-4,-4
9,9,0,-9,5,4,6,6,-2,1,6,2
4,5,2,-5,1,4,8,4,-4,-3,2,3
-9,-4,6,6,-7,1,12,9,-2,0,2,1
-15,-6,9,10,-11,2,16,12,1,1,1,5
-13,-8,7,10,-10,0,12,10,-4,2,2,-3
-15,-10,6,12,-10,-2,9,13,-4,7,7,-7
-9,-10,0,9,-4,-5,-1,3,-15,-3,1,-16
-7,-12,-4,9,-1,-8,-10,-3,-23,-8,-1,-23
-3,-7,-2,4,0,-4,-14,-13,-31,-21,-10,-18
0,-3,-2,1,1,-3,-22,-27,-45,-34,-19,-21
-4,0,5,1,-4,3,-22,-31,-50,-38,-19,-14
0,8,9,-4,-4,9,-25,-46,-67,-54,-27,-10
1,13,13,-7,-5,13,-27,-55,-81,-61,-27,-8
3,19,16,-11,-6,17,-30,-67,-95,-76,-33,-4
8,20,13,-14,-2,16,-42,-85,-118,-95,-43,-14
8,16,9,-12,0,12,-53,-96,-133,-108,-50,-21
13,10,-2,-12,8,4,-71,-120,-161,-135,-69,-37
12,-1,-12,-6,12,-7,-88,-143,-193,-162,-89,-60
10,-11,-20,0,15,-15,-99,-173,-231,-199,-119,-79
7,-19,-24,6,16,-22,-109,-208,-275,-242,-158,-111
-4,-24,-19,14,8,-22,-107,-235,-310,-280,-196,-139
-13,-28,-14,20,1,-21,-98,-269,-351,-328,-248,-180
-29,-37,-7,32,-10,-22,-80,-295,-388,-366,-294,-231
-46,-42,5,44,-25,-18,-40,-318,-417,-408,-354,-286
-64,-50,15,57,-39,-17,7,-343,-450,-452,-423,-358
-86,-73,15,79,-50,-29,73,-341,-462,-480,-488,-435
-103,-103,0,103,-51,-51,144,-336,-474,-512,-566,-526
-127,-155,-26,140,-50,-91,229,-311,-470,-532,-645,-617
-154,-215,-61,184,-46,-138,329,-278,-456,-553,-736,-701
-175,-284,-108,229,-33,-196,429,-213,-416,-550,-813,-785
-198,-358,-159,277,-19,-259,541,-114,-341,-520,-874,-853
-216,-421,-204,318,-6,-312,635,-9,-248,-467,-914,-889
-238,-481,-242,359,2,-361,720,116,-130,-380,-924,-900
-257,-505,-247,381,-5,-376,782,242,16,-260,-884,-857
-273,-508,-234,390,-19,-371,817,367,177,-113,-802,-787
-270,-484,-213,377,-28,-349,840,517,370,78,-656,-690
-244,-436,-191,340,-26,-314,843,668,572,288,-473,-580
-210,-379,-168,294,-21,-273,830,813,755,503,-271,-468
-166,-305,-139,235,-13,-222,806,946,924,713,-62,-344
-119,-221,-101,169,-8,-161,768,1034,1038,875,123,-238
-74,-127,-52,100,-10,-89,733,1102,1125,1010,299,-131
-40,-48,-6,43,-16,-27,683,1122,1159,1087,431,-49
-22,13,36,4,-28,25,626,1120,1160,1134,541,14
-3,70,74,-34,-38,72,568,1088,1130,1136,610,67
15,117,103,-67,-43,110,499,1029,1065,1100,644,97
30,157,128,-94,-48,142,438,965,993,1049,658,121
50,195,146,-123,-47,170,374,878,900,970,642,132
58,221,164,-140,-52,192,319,794,812,888,615,142
62,245,184,-154,-60,214,274,705,726,796,574,159
66,264,199,-166,-66,232,231,625,649,716,538,168
66,281,216,-174,-74,248,202,566,595,657,514,186
69,289,221,-180,-75,255,171,502,536,595,486,192
67,284,219,-176,-76,252,142,450,482,546,467,188
65,275,211,-170,-73,243,119,400,428,492,438,180
62,256,194,-159,-66,225,91,347,365,435,400,153
54,232,178,-143,-61,205,67,300,307,379,361,132
50,207,158,-129,-53,182,37,238,238,308,307,104
44,186,142,-115,-49,164,11,186,180,248,260,82
43,176,134,-110,-45,155,-11,134,130,185,209,72
40,163,124,-102,-42,144,-33,90,87,135,170,60
32,152,121,-92,-44,137,-43,64,65,105,147,63
28,142,114,-85,-43,128,-56,39,45,77,126,61
20,126,107,-73,-43,117,-64,29,37,68,122,57
20,116,97,-69,-38,107,-66,22,29,55,113,57
25,104,80,-65,-27,92,-72,12,12,42,104,44
30,97,67,-64,-18,82,-71,7,1,33,97,37
43,95,53,-69,-4,74,-77,-11,-22,10,78,22
44,87,44,-66,0,65,-82,-26,-42,-8,63,10
42,82,41,-62,1,62,-83,-47,-62,-35,40,7
37,75,39,-57,0,57,-88,-64,-77,-55,23,2
28,70,44,-49,-7,57,-84,-66,-74,-60,18,10
25,67,43,-46,-8,55,-86,-73,-76,-69,10,13
19,59,41,-39,-10,50,-86,-67,-69,-63,16,16
18,55,38,-37,-10,46,-84,-62,-65,-60,17,19
18,47,29,-33,-5,38,-87,-60,-68,-57,18,7
15,40,26,-28,-5,33,-86,-57,-69,-55,20,3
15,35,21,-25,-2,28,-92,-68,-85,-68,9,-9
14,30,17,-22,-1,24,-95,-76,-95,-77,3,-16
17,33,17,-26,1,25,-95,-91,-105,-93,-11,-14
18,34,17,-26,1,26,-99,-102,-113,-102,-20,-15
12,36,25,-25,-6,31,-94,-98,-107,-99,-20,-4
15,40,26,-28,-5,33,-94,-101,-107,-100,-23,1
15,39,25,-28,-4,32,-93,-93,-98,-89,-12,5
19,42,23,-31,-2,33,-90,-87,-92,-83,-7,10
24,40,17,-33,4,29,-93,-83,-92,-77,-1,1
24,37,13,-31,6,25,-94,-78,-92,-73,2,-3
28,33,6,-31,11,19,-104,-89,-108,-85,-8,-16
24,27,3,-26,11,15,-107,-97,-118,-94,-17,-22
21,26,6,-24,8,16,-106,-112,-130,-113,-36,-17
25,30,6,-28,10,18,-109,-120,-136,-121,-43,-18
29,39,11,-35,10,25,-104,-113,-125,-113,-37,-7
29,40,12,-35,9,26,-105,-116,-126,-116,-39,-3
17,29,13,-23,3,21,-105,-109,-121,-108,-32,1
13,25,13,-19,0,19,-104,-105,-118,-105,-29,4
13,21,8,-17,3,15,-110,-104,-121,-99,-24,-6
10,17,8,-14,2,13,-110,-99,-120,-93,-19,-9
12,16,4,-14,5,10,-117,-109,-133,-102,-28,-21
8,11,3,-10,3,7,-122,-114,-141,-107,-32,-29
6,11,6,-9,1,8,-125,-126,-152,-123,-48,-30
6,10,5,-8,1,7,-129,-136,-160,-133,-56,-34
4,13,9,-9,-2,11,-123,-134,-155,-132,-55,-25
8,16,9,-12,0,12,-121,-137,-155,-135,-58,-21
7,14,8,-11,0,11,-116,-127,-146,-123,-49,-17
8,15,8,-12,0,12,-111,-122,-141,-118,-45,-12
8,12,5,-10,2,8,-115,-120,-141,-112,-39,-20
5,8,4,-7,1,6,-114,-115,-138,-106,-34,-21
7,4,-2,-6,5,1,-121,-124,-149,-114,-40,-29
6,1,-5,-4,6,-2,-125,-128,-154,-118,-42,-34
8,4,-3,-7,6,0,-125,-140,-163,-132,-54,-33
12,7,-4,-10,8,1,-128,-148,-170,-139,-60,-36
12,12,0,-12,6,6,-120,-143,-163,-137,-59,-26
17,17,1,-17,8,9,-118,-146,-163,-141,-61,-23
16,18,3,-18,7,10,-113,-137,-154,-132,-51,-20
16,18,2,-18,7,10,-110,-134,-150,-130,-48,-17
15,10,-4,-13,10,3,-115,-133,-154,-127,-43,-25
13,5,-7,-9,10,-1,-114,-129,-153,-123,-40,-28
16,1,-14,-9,16,-7,-122,-139,-166,-133,-48,-40
17,-2,-18,-8,18,-10,-126,-144,-173,-138,-51,-47
23,3,-20,-14,22,-9,-127,-157,-183,-153,-64,-46
24,3,-21,-14,23,-9,-131,-164,-191,-162,-71,-51
18,3,-14,-11,16,-5,-124,-160,-186,-162,-71,-44
19,4,-14,-12,17,-5,-123,-162,-188,-169,-76,-43
17,2,-15,-10,16,-7,-118,-153,-182,-162,-68,-41
15,0,-14,-8,15,-7,-114,-151,-179,-162,-68,-36
11,-6,-17,-3,15,-12,-118,-152,-182,-160,-65,-43
8,-10,-17,1,13,-13,-117,-148,-180,-156,-60,-44
12,-10,-21,-1,17,-16,-124,-157,-190,-166,-66,-55
14,-12,-25,-1,20,-19,-128,-160,-196,-169,-66,-62
21,-8,-28,-7,25,-18,-131,-171,-206,-182,-75,-63
23,-9,-31,-7,27,-20,-135,-179,-214,-191,-83,-67
17,-10,-26,-4,22,-18,-128,-177,-210,-194,-87,-57
21,-7,-27,-8,25,-17,-127,-180,-212,-200,-91,-54
25,-4,-29,-11,27,-17,-122,-170,-202,-190,-81,-49
23,-6,-28,-9,26,-17,-117,-167,-199,-189,-79,-45
13,-16,-29,1,22,-23,-119,-165,-203,-187,-74,-51
4,-25,-28,10,16,-27,-117,-163,-203,-185,-73,-51
1,-33,-33,16,18,-33,-124,-174,-216,-195,-83,-60
3,-38,-40,17,22,-39,-126,-177,-222,-197,-85,-66
13,-34,-46,10,30,-40,-127,-187,-230,-207,-95,-65
16,-36,-51,10,34,-43,-130,-195,-237,-214,-100,-69
9,-37,-46,14,28,-41,-124,-193,-232,-217,-102,-60
9,-38,-47,14,28,-42,-124,-198,-234,-223,-107,-59
5,-42,-47,18,26,-45,-120,-191,-226,-213,-99,-56
3,-44,-46,20,25,-45,-116,-190,-222,-211,-97,-53
0,-50,-50,25,25,-50,-119,-188,-222,-206,-92,-62
-3,-54,-50,28,24,-53,-116,-183,-217,-200,-88,-62
0,-57,-57,29,29,-57,-120,-189,-225,-207,-93,-71
-2,-62,-60,32,29,-61,-121,-191,-228,-206,-92,-77
0,-63,-62,31,31,-62,-121,-202,-237,-217,-103,-79
-1,-67,-65,34,32,-66,-122,-208,-242,-223,-108,-84
-7,-68,-61,37,27,-65,-114,-205,-236,-223,-109,-75
-6,-69,-62,37,29,-66,-112,-208,-236,-226,-113,-73
-8,-71,-63,40,28,-67,-105,-197,-227,-213,-103,-69
-9,-75,-65,42,28,-70,-99,-192,-222,-208,-101,-65
-12,-85,-72,48,30,-79,-99,-187,-220,-200,-93,-71
-16,-91,-75,53,30,-83,-95,-179,-213,-192,-87,-70
-13,-96,-82,54,35,-89,-99,-182,-217,-196,-91,-78
-11,-98,-87,54,39,-93,-99,-179,-216,-192,-88,-84
-1,-93,-92,47,46,-93,-98,-187,-222,-198,-96,-86
3,-93,-96,44,50,-95,-97,-189,-224,-200,-98,-91
2,-91,-92,44,48,-92,-87,-182,-216,-197,-98,-82
3,-91,-93,43,49,-92,-83,-183,-214,-199,-100,-81
-2,-95,-93,48,46,-94,-75,-171,-202,-185,-91,-78
-5,-97,-92,50,44,-94,-67,-166,-195,-180,-89,-73
-9,-104,-95,56,43,-100,-66,-159,-190,-171,-84,-77
